participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
1034,2025-10-17,Public Event,Youth Policy,Yekaterinburg,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes
1449,2025-10-17,Meeting,Housing,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
1468,2025-10-17,Campaign Activity,Healthcare,Yekaterinburg,Female,45-54,Analyst,Yes,No,No,Professional,No
1886,2025-10-17,Media Activity,Education,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2559,2025-10-17,Meeting,Entrepreneurship,Nizhny Tagil,Female,35-44,Volunteer,Yes,No,No,Basic,No
2693,2025-10-17,Educational Event,Entrepreneurship,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2752,2025-10-17,Media Activity,Youth Policy,Yekaterinburg,Male,35-44,Analyst,No,No,Yes,Professional,No
12,2025-10-18,Campaign Activity,Economic Policy,Nizhny Tagil,Male,25-34,Organizer,No,Yes,Yes,Leadership,Yes
716,2025-10-18,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
1064,2025-10-18,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
1370,2025-10-18,Community Outreach,Housing,Asbest,Female,45-54,Volunteer,No,No,No,Basic,No
1406,2025-10-18,Campaign Activity,Social Policy,Yekaterinburg,Female,45-54,Coordinator,No,No,Yes,Leadership,Yes
1771,2025-10-18,Meeting,Youth Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1827,2025-10-18,Media Activity,Healthcare,Nizhny Tagil,Male,18-24,Analyst,No,No,No,Professional,No
3288,2025-10-18,Public Event,Youth Policy,Kamensk-Uralsky,Female,18-24,Volunteer,No,No,No,Basic,No
3363,2025-10-18,Community Outreach,Education,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
311,2025-10-19,Community Outreach,Entrepreneurship,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2306,2025-10-19,Educational Event,Entrepreneurship,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
2329,2025-10-19,Educational Event,Local Government,Kamensk-Uralsky,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
2429,2025-10-19,Media Activity,Education,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
2727,2025-10-19,Educational Event,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3145,2025-10-19,Meeting,Youth Policy,Yekaterinburg,Male,18-24,Organizer,Yes,Yes,Yes,Leadership,Yes
94,2025-10-20,Community Outreach,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
282,2025-10-20,Media Activity,Youth Policy,Asbest,Female,35-44,Participant,No,No,No,Basic,No
353,2025-10-20,Media Activity,Housing,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
633,2025-10-20,Survey,Housing,Yekaterinburg,Female,35-44,Speaker,Yes,Yes,No,Visible,No
2029,2025-10-20,Meeting,Education,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
2824,2025-10-20,Survey,Transport,Pervouralsk,Male,18-24,Speaker,Yes,Yes,No,Visible,No
3496,2025-10-20,Public Event,Transport,Revda,Male,25-34,Participant,No,No,No,Basic,No
13,2025-10-21,Community Outreach,Gender Equality,Serov,Male,18-24,Volunteer,No,No,No,Basic,No
636,2025-10-21,Meeting,Gender Equality,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
1147,2025-10-21,Campaign Activity,Gender Equality,Yekaterinburg,Male,45-54,Coordinator,No,No,Yes,Leadership,Yes
1443,2025-10-21,Public Event,Gender Equality,Asbest,Female,35-44,Participant,No,No,No,Basic,No
1540,2025-10-21,Educational Event,Housing,Revda,Female,45-54,Volunteer,No,No,No,Basic,No
2678,2025-10-21,Government Interaction,Healthcare,Revda,Male,45-54,Speaker,Yes,Yes,No,Visible,No
3366,2025-10-21,Community Outreach,Gender Equality,Serov,Female,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
1571,2025-10-22,Government Interaction,Transport,Yekaterinburg,Female,45-54,Analyst,Yes,No,No,Professional,No
3328,2025-10-22,Media Activity,Youth Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
417,2025-10-23,Public Event,Social Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
505,2025-10-23,Educational Event,Education,Yekaterinburg,Male,25-34,Speaker,Yes,Yes,No,Visible,No
856,2025-10-23,Campaign Activity,Social Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1020,2025-10-23,Community Outreach,Gender Equality,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
1304,2025-10-23,Educational Event,Entrepreneurship,Yekaterinburg,Female,25-34,Organizer,Yes,No,Yes,Leadership,Yes
1351,2025-10-23,Public Event,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1485,2025-10-23,Media Activity,Housing,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1668,2025-10-23,Educational Event,Local Government,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2185,2025-10-23,Public Event,Healthcare,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2698,2025-10-23,Community Outreach,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3080,2025-10-23,Campaign Activity,Gender Equality,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
3098,2025-10-23,Meeting,Transport,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3185,2025-10-23,Government Interaction,Healthcare,Pervouralsk,Female,25-34,Volunteer,No,Yes,No,Basic,No
1389,2025-10-24,Media Activity,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2440,2025-10-24,Campaign Activity,Housing,Serov,Male,45-54,Participant,No,No,No,Basic,No
2667,2025-10-24,Meeting,Social Policy,Nizhny Tagil,Male,25-34,Analyst,No,No,No,Professional,No
3375,2025-10-24,Community Outreach,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
321,2025-10-25,Public Event,Youth Policy,Nizhny Tagil,Male,35-44,Organizer,No,No,Yes,Leadership,Yes
1028,2025-10-25,Campaign Activity,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2056,2025-10-25,Public Event,Healthcare,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No
2265,2025-10-25,Government Interaction,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,No,Yes,Leadership,Yes
2382,2025-10-25,Community Outreach,Gender Equality,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
2532,2025-10-25,Community Outreach,Youth Policy,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2574,2025-10-25,Campaign Activity,Social Policy,Revda,Male,45-54,Coordinator,No,No,Yes,Leadership,Yes
2802,2025-10-25,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
3014,2025-10-25,Meeting,Healthcare,Yekaterinburg,Male,18-24,Participant,Yes,No,No,Basic,No
3501,2025-10-25,Campaign Activity,Education,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No
49,2025-10-26,Public Event,Youth Policy,Asbest,Male,25-34,Speaker,No,Yes,No,Visible,No
398,2025-10-26,Campaign Activity,Social Policy,Serov,Female,25-34,Participant,No,No,No,Basic,No
1101,2025-10-26,Media Activity,Economic Policy,Asbest,Female,45-54,Participant,No,No,No,Basic,No
1437,2025-10-26,Educational Event,Entrepreneurship,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
2007,2025-10-26,Meeting,Transport,Kamensk-Uralsky,Male,25-34,Speaker,Yes,Yes,No,Visible,No
2252,2025-10-26,Educational Event,Education,Kamensk-Uralsky,Male,35-44,Analyst,Yes,No,No,Professional,No
3250,2025-10-26,Media Activity,Entrepreneurship,Yekaterinburg,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes
3407,2025-10-26,Educational Event,Gender Equality,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
82,2025-10-27,Meeting,Youth Policy,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
586,2025-10-27,Survey,Transport,Serov,Male,25-34,Participant,No,No,No,Basic,No
618,2025-10-27,Meeting,Gender Equality,Yekaterinburg,Female,35-44,Volunteer,Yes,No,No,Basic,No
1051,2025-10-27,Educational Event,Social Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1752,2025-10-27,Survey,Economic Policy,Yekaterinburg,Female,45-54,Speaker,No,Yes,No,Visible,No
1914,2025-10-27,Campaign Activity,Entrepreneurship,Pervouralsk,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1941,2025-10-27,Media Activity,Entrepreneurship,Pervouralsk,Female,45-54,Analyst,Yes,Yes,No,Professional,No
1972,2025-10-27,Meeting,Social Policy,Serov,Male,25-34,Organizer,No,Yes,Yes,Leadership,Yes
2304,2025-10-27,Survey,Entrepreneurship,Serov,Male,25-34,Analyst,No,Yes,No,Professional,No
3051,2025-10-27,Government Interaction,Economic Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
3207,2025-10-27,Community Outreach,Social Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
3564,2025-10-27,Survey,Youth Policy,Revda,Female,18-24,Participant,No,No,No,Basic,No
577,2025-10-28,Community Outreach,Economic Policy,Yekaterinburg,Male,25-34,Speaker,No,Yes,No,Visible,No
629,2025-10-28,Community Outreach,Economic Policy,Revda,Male,18-24,Participant,Yes,No,No,Basic,No
1423,2025-10-28,Educational Event,Healthcare,Yekaterinburg,Female,35-44,Organizer,No,No,Yes,Leadership,Yes
1970,2025-10-28,Educational Event,Local Government,Yekaterinburg,Male,55+,Participant,Yes,No,No,Basic,No
3140,2025-10-28,Campaign Activity,Housing,Kamensk-Uralsky,Female,25-34,Analyst,Yes,No,No,Professional,No
3536,2025-10-28,Government Interaction,Local Government,Revda,Male,35-44,Participant,No,No,No,Basic,No
97,2025-10-29,Public Event,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1252,2025-10-29,Survey,Education,Asbest,Female,25-34,Participant,Yes,No,No,Basic,No
2533,2025-10-29,Government Interaction,Housing,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2777,2025-10-29,Public Event,Youth Policy,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No
2333,2025-10-30,Public Event,Entrepreneurship,Yekaterinburg,Male,45-54,Participant,Yes,No,No,Basic,No
2835,2025-10-30,Community Outreach,Local Government,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3095,2025-10-30,Campaign Activity,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
3295,2025-10-30,Meeting,Education,Pervouralsk,Male,45-54,Speaker,No,Yes,Yes,Visible,No
1019,2025-10-31,Campaign Activity,Local Government,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1100,2025-10-31,Survey,Entrepreneurship,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
2862,2025-10-31,Survey,Youth Policy,Asbest,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
4,2025-11-01,Public Event,Local Government,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
189,2025-11-01,Campaign Activity,Youth Policy,Nizhny Tagil,Male,45-54,Volunteer,No,No,No,Basic,No
408,2025-11-01,Meeting,Youth Policy,Yekaterinburg,Male,25-34,Volunteer,Yes,No,No,Basic,No
731,2025-11-01,Meeting,Social Policy,Yekaterinburg,Female,25-34,Organizer,Yes,No,Yes,Leadership,Yes
745,2025-11-01,Survey,Gender Equality,Kamensk-Uralsky,Male,18-24,Volunteer,No,No,No,Basic,No
1194,2025-11-01,Media Activity,Education,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1713,2025-11-01,Campaign Activity,Housing,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
2025,2025-11-01,Meeting,Transport,Yekaterinburg,Female,55+,Coordinator,No,No,Yes,Leadership,Yes
2788,2025-11-01,Meeting,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2905,2025-11-01,Survey,Entrepreneurship,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3487,2025-11-01,Survey,Education,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
85,2025-11-02,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Analyst,No,No,No,Professional,No
870,2025-11-02,Public Event,Healthcare,Revda,Female,25-34,Participant,No,No,No,Basic,No
1184,2025-11-02,Community Outreach,Youth Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1779,2025-11-02,Public Event,Education,Nizhny Tagil,Female,45-54,Participant,No,No,No,Basic,No
2132,2025-11-02,Educational Event,Social Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
2558,2025-11-02,Meeting,Education,Asbest,Female,25-34,Speaker,Yes,Yes,No,Visible,No
2561,2025-11-02,Government Interaction,Healthcare,Serov,Male,18-24,Analyst,No,No,No,Professional,No
2988,2025-11-02,Media Activity,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
3087,2025-11-02,Media Activity,Transport,Pervouralsk,Female,55+,Volunteer,No,No,No,Basic,No
1113,2025-11-03,Community Outreach,Youth Policy,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No
1172,2025-11-03,Campaign Activity,Social Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1666,2025-11-03,Meeting,Youth Policy,Pervouralsk,Male,35-44,Participant,Yes,No,No,Basic,No
2174,2025-11-03,Community Outreach,Economic Policy,Revda,Female,25-34,Participant,No,No,No,Basic,No
2269,2025-11-03,Meeting,Healthcare,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2578,2025-11-03,Campaign Activity,Transport,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
3245,2025-11-03,Community Outreach,Transport,Serov,Female,55+,Volunteer,No,No,No,Basic,No
3279,2025-11-03,Government Interaction,Youth Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
701,2025-11-04,Community Outreach,Local Government,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
1407,2025-11-04,Survey,Local Government,Kamensk-Uralsky,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
2442,2025-11-04,Meeting,Education,Yekaterinburg,Female,45-54,Coordinator,No,No,Yes,Leadership,Yes
2509,2025-11-04,Campaign Activity,Youth Policy,Serov,Male,25-34,Organizer,No,Yes,Yes,Leadership,Yes
3036,2025-11-04,Public Event,Housing,Serov,Male,55+,Participant,No,No,No,Basic,No
3075,2025-11-04,Government Interaction,Transport,Yekaterinburg,Male,18-24,Participant,Yes,No,No,Basic,No
1600,2025-11-05,Community Outreach,Social Policy,Serov,Female,35-44,Participant,No,No,No,Basic,No
2386,2025-11-05,Campaign Activity,Economic Policy,Yekaterinburg,Male,45-54,Analyst,Yes,No,No,Professional,No
2778,2025-11-05,Educational Event,Economic Policy,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
2781,2025-11-05,Government Interaction,Housing,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
2975,2025-11-05,Campaign Activity,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
3273,2025-11-05,Campaign Activity,Youth Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes
566,2025-11-06,Public Event,Youth Policy,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
641,2025-11-06,Survey,Entrepreneurship,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No
1103,2025-11-06,Campaign Activity,Transport,Revda,Male,18-24,Speaker,Yes,Yes,Yes,Visible,No
1127,2025-11-06,Survey,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
1578,2025-11-06,Meeting,Gender Equality,Yekaterinburg,Male,45-54,Speaker,Yes,Yes,No,Visible,No
1728,2025-11-06,Media Activity,Transport,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No
2425,2025-11-06,Educational Event,Local Government,Yekaterinburg,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes
3,2025-11-07,Community Outreach,Local Government,Yekaterinburg,Male,55+,Analyst,Yes,No,No,Professional,No
10,2025-11-07,Public Event,Gender Equality,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
129,2025-11-07,Government Interaction,Transport,Yekaterinburg,Female,25-34,Analyst,No,No,No,Professional,No
400,2025-11-07,Meeting,Transport,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
1193,2025-11-07,Public Event,Housing,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No
1228,2025-11-07,Campaign Activity,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1859,2025-11-07,Meeting,Social Policy,Nizhny Tagil,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1994,2025-11-07,Meeting,Gender Equality,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
2282,2025-11-07,Public Event,Healthcare,Pervouralsk,Female,45-54,Volunteer,No,No,No,Basic,No
2498,2025-11-07,Community Outreach,Healthcare,Asbest,Female,35-44,Speaker,Yes,Yes,Yes,Visible,No
2608,2025-11-07,Public Event,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2634,2025-11-07,Public Event,Social Policy,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
40,2025-11-08,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
2159,2025-11-08,Public Event,Transport,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
39,2025-11-09,Survey,Healthcare,Yekaterinburg,Female,35-44,Organizer,No,No,Yes,Leadership,Yes
371,2025-11-09,Media Activity,Education,Serov,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes
1139,2025-11-09,Meeting,Social Policy,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1192,2025-11-09,Meeting,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
1476,2025-11-09,Public Event,Education,Yekaterinburg,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
1537,2025-11-09,Meeting,Entrepreneurship,Nizhny Tagil,Male,35-44,Coordinator,No,No,Yes,Leadership,Yes
662,2025-11-10,Educational Event,Healthcare,Nizhny Tagil,Male,18-24,Participant,No,Yes,No,Basic,No
739,2025-11-10,Community Outreach,Economic Policy,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
1336,2025-11-10,Meeting,Healthcare,Revda,Male,25-34,Participant,No,No,No,Basic,No
1471,2025-11-10,Public Event,Housing,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2391,2025-11-10,Meeting,Housing,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No
215,2025-11-11,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,No,No,Yes,Leadership,Yes
3275,2025-11-11,Public Event,Education,Nizhny Tagil,Male,55+,Participant,No,Yes,No,Basic,No
1253,2025-11-12,Survey,Social Policy,Revda,Female,25-34,Volunteer,No,No,Yes,Basic,No
2128,2025-11-12,Campaign Activity,Social Policy,Yekaterinburg,Female,18-24,Volunteer,No,Yes,No,Basic,No
2516,2025-11-12,Survey,Entrepreneurship,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
7,2025-11-13,Meeting,Youth Policy,Yekaterinburg,Male,35-44,Analyst,Yes,No,No,Professional,No
479,2025-11-13,Meeting,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
2390,2025-11-13,Community Outreach,Housing,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
2519,2025-11-13,Educational Event,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
2677,2025-11-13,Public Event,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No
2787,2025-11-13,Public Event,Local Government,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No
3154,2025-11-13,Educational Event,Economic Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
3202,2025-11-13,Government Interaction,Healthcare,Nizhny Tagil,Male,35-44,Participant,No,Yes,No,Basic,No
3203,2025-11-13,Community Outreach,Social Policy,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
3232,2025-11-13,Community Outreach,Local Government,Revda,Female,25-34,Participant,No,No,No,Basic,No
3419,2025-11-13,Meeting,Transport,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No
851,2025-11-14,Educational Event,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1570,2025-11-14,Campaign Activity,Transport,Revda,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes
1658,2025-11-14,Campaign Activity,Social Policy,Nizhny Tagil,Male,25-34,Participant,No,Yes,No,Basic,No
1969,2025-11-14,Meeting,Youth Policy,Pervouralsk,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
2458,2025-11-14,Community Outreach,Social Policy,Yekaterinburg,Female,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
254,2025-11-15,Campaign Activity,Social Policy,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No
396,2025-11-15,Meeting,Local Government,Pervouralsk,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
986,2025-11-15,Survey,Economic Policy,Revda,Male,55+,Volunteer,No,No,No,Basic,No
1092,2025-11-15,Public Event,Youth Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
1815,2025-11-15,Government Interaction,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
1820,2025-11-15,Campaign Activity,Gender Equality,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
1833,2025-11-15,Government Interaction,Education,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
1920,2025-11-15,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Analyst,Yes,No,No,Professional,No
2288,2025-11-15,Meeting,Local Government,Revda,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
3136,2025-11-15,Media Activity,Social Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No
634,2025-11-16,Survey,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1221,2025-11-16,Government Interaction,Transport,Kamensk-Uralsky,Female,55+,Participant,No,No,No,Basic,No
2153,2025-11-16,Survey,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,No,No,Yes,Leadership,Yes
2171,2025-11-16,Survey,Gender Equality,Yekaterinburg,Female,25-34,Speaker,No,Yes,Yes,Visible,No
2314,2025-11-16,Public Event,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
67,2025-11-17,Public Event,Gender Equality,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
225,2025-11-17,Government Interaction,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
993,2025-11-17,Government Interaction,Local Government,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
1215,2025-11-17,Campaign Activity,Gender Equality,Nizhny Tagil,Female,25-34,Volunteer,No,No,No,Basic,No
1453,2025-11-17,Community Outreach,Education,Kamensk-Uralsky,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes
2415,2025-11-17,Meeting,Education,Revda,Male,25-34,Participant,No,No,No,Basic,No
2956,2025-11-17,Campaign Activity,Gender Equality,Pervouralsk,Female,35-44,Organizer,No,Yes,Yes,Leadership,Yes
3129,2025-11-17,Survey,Entrepreneurship,Yekaterinburg,Male,55+,Participant,No,Yes,No,Basic,No
3187,2025-11-17,Campaign Activity,Youth Policy,Yekaterinburg,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes
413,2025-11-18,Media Activity,Housing,Yekaterinburg,Female,55+,Analyst,No,No,No,Professional,No
815,2025-11-18,Public Event,Healthcare,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No
1687,2025-11-18,Survey,Entrepreneurship,Kamensk-Uralsky,Male,35-44,Volunteer,No,No,No,Basic,No
1846,2025-11-18,Public Event,Transport,Revda,Male,25-34,Participant,No,No,No,Basic,No
1939,2025-11-18,Campaign Activity,Healthcare,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1993,2025-11-18,Community Outreach,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
2626,2025-11-18,Meeting,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
2746,2025-11-18,Community Outreach,Entrepreneurship,Revda,Male,55+,Analyst,No,No,No,Professional,No
2750,2025-11-18,Government Interaction,Social Policy,Nizhny Tagil,Female,25-34,Speaker,Yes,Yes,No,Visible,No
2942,2025-11-18,Public Event,Housing,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
1188,2025-11-19,Survey,Economic Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
1373,2025-11-19,Public Event,Transport,Yekaterinburg,Female,18-24,Speaker,Yes,Yes,No,Visible,No
1484,2025-11-19,Meeting,Local Government,Pervouralsk,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
2925,2025-11-19,Campaign Activity,Social Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
236,2025-11-20,Campaign Activity,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes
875,2025-11-20,Community Outreach,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
995,2025-11-20,Public Event,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1799,2025-11-20,Government Interaction,Education,Revda,Male,25-34,Speaker,No,Yes,No,Visible,No
1878,2025-11-20,Campaign Activity,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
2914,2025-11-20,Survey,Healthcare,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
3361,2025-11-20,Campaign Activity,Healthcare,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
1183,2025-11-21,Media Activity,Housing,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1577,2025-11-21,Meeting,Entrepreneurship,Kamensk-Uralsky,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
1602,2025-11-21,Meeting,Youth Policy,Kamensk-Uralsky,Female,55+,Analyst,Yes,No,No,Professional,No
3438,2025-11-21,Survey,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3596,2025-11-21,Media Activity,Economic Policy,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
1143,2025-11-22,Survey,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
1472,2025-11-22,Campaign Activity,Local Government,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
1489,2025-11-22,Media Activity,Youth Policy,Asbest,Male,25-34,Participant,No,No,No,Basic,No
