participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role,leadership_flag,decision_making_flag,speaker_flag,coordination_flag,year,month,month_name
2905,2025-11-01,Survey,Entrepreneurship,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3487,2025-11-01,Survey,Education,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
85,2025-11-02,Meeting,Economic Policy,Yekaterinburg,Female,18-24,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
870,2025-11-02,Public Event,Healthcare,Revda,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1184,2025-11-02,Community Outreach,Youth Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1779,2025-11-02,Public Event,Education,Nizhny Tagil,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2132,2025-11-02,Educational Event,Social Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2558,2025-11-02,Meeting,Education,Asbest,Female,25-34,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
2561,2025-11-02,Government Interaction,Healthcare,Serov,Male,18-24,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
2988,2025-11-02,Media Activity,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3087,2025-11-02,Media Activity,Transport,Pervouralsk,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1113,2025-11-03,Community Outreach,Youth Policy,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
1172,2025-11-03,Campaign Activity,Social Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1666,2025-11-03,Meeting,Youth Policy,Pervouralsk,Male,35-44,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,11,Nov
2174,2025-11-03,Community Outreach,Economic Policy,Revda,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2269,2025-11-03,Meeting,Healthcare,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2578,2025-11-03,Campaign Activity,Transport,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
3245,2025-11-03,Community Outreach,Transport,Serov,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3279,2025-11-03,Government Interaction,Youth Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
701,2025-11-04,Community Outreach,Local Government,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1407,2025-11-04,Survey,Local Government,Kamensk-Uralsky,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
2442,2025-11-04,Meeting,Education,Yekaterinburg,Female,45-54,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
2509,2025-11-04,Campaign Activity,Youth Policy,Serov,Male,25-34,Organizer,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,11,Nov
3036,2025-11-04,Public Event,Housing,Serov,Male,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3075,2025-11-04,Government Interaction,Transport,Yekaterinburg,Male,18-24,Participant,Yes,No,No,Basic,No,0,1,0,0,2025,11,Nov
1600,2025-11-05,Community Outreach,Social Policy,Serov,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2386,2025-11-05,Campaign Activity,Economic Policy,Yekaterinburg,Male,45-54,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
2778,2025-11-05,Educational Event,Economic Policy,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
2781,2025-11-05,Government Interaction,Housing,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2975,2025-11-05,Campaign Activity,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
3273,2025-11-05,Campaign Activity,Youth Policy,Yekaterinburg,Male,18-24,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
566,2025-11-06,Public Event,Youth Policy,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
641,2025-11-06,Survey,Entrepreneurship,Nizhny Tagil,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1103,2025-11-06,Campaign Activity,Transport,Revda,Male,18-24,Speaker,Yes,Yes,Yes,Visible,No,0,1,1,1,2025,11,Nov
1127,2025-11-06,Survey,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1578,2025-11-06,Meeting,Gender Equality,Yekaterinburg,Male,45-54,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
1728,2025-11-06,Media Activity,Transport,Pervouralsk,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2425,2025-11-06,Educational Event,Local Government,Yekaterinburg,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
3,2025-11-07,Community Outreach,Local Government,Yekaterinburg,Male,55+,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
10,2025-11-07,Public Event,Gender Equality,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
129,2025-11-07,Government Interaction,Transport,Yekaterinburg,Female,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
400,2025-11-07,Meeting,Transport,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1193,2025-11-07,Public Event,Housing,Yekaterinburg,Male,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1228,2025-11-07,Campaign Activity,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1859,2025-11-07,Meeting,Social Policy,Nizhny Tagil,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1994,2025-11-07,Meeting,Gender Equality,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2282,2025-11-07,Public Event,Healthcare,Pervouralsk,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2498,2025-11-07,Community Outreach,Healthcare,Asbest,Female,35-44,Speaker,Yes,Yes,Yes,Visible,No,0,1,1,1,2025,11,Nov
2608,2025-11-07,Public Event,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2634,2025-11-07,Public Event,Social Policy,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
40,2025-11-08,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2159,2025-11-08,Public Event,Transport,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
39,2025-11-09,Survey,Healthcare,Yekaterinburg,Female,35-44,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
371,2025-11-09,Media Activity,Education,Serov,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
1139,2025-11-09,Meeting,Social Policy,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1192,2025-11-09,Meeting,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1476,2025-11-09,Public Event,Education,Yekaterinburg,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1537,2025-11-09,Meeting,Entrepreneurship,Nizhny Tagil,Male,35-44,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
662,2025-11-10,Educational Event,Healthcare,Nizhny Tagil,Male,18-24,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
739,2025-11-10,Community Outreach,Economic Policy,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1336,2025-11-10,Meeting,Healthcare,Revda,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1471,2025-11-10,Public Event,Housing,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2391,2025-11-10,Meeting,Housing,Yekaterinburg,Male,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
215,2025-11-11,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
3275,2025-11-11,Public Event,Education,Nizhny Tagil,Male,55+,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1253,2025-11-12,Survey,Social Policy,Revda,Female,25-34,Volunteer,No,No,Yes,Basic,No,0,0,0,1,2025,11,Nov
2128,2025-11-12,Campaign Activity,Social Policy,Yekaterinburg,Female,18-24,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
2516,2025-11-12,Survey,Entrepreneurship,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
7,2025-11-13,Meeting,Youth Policy,Yekaterinburg,Male,35-44,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
479,2025-11-13,Meeting,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2390,2025-11-13,Community Outreach,Housing,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2519,2025-11-13,Educational Event,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
2677,2025-11-13,Public Event,Transport,Yekaterinburg,Male,25-34,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
2787,2025-11-13,Public Event,Local Government,Pervouralsk,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3154,2025-11-13,Educational Event,Economic Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3202,2025-11-13,Government Interaction,Healthcare,Nizhny Tagil,Male,35-44,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
3203,2025-11-13,Community Outreach,Social Policy,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
3232,2025-11-13,Community Outreach,Local Government,Revda,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3419,2025-11-13,Meeting,Transport,Pervouralsk,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
851,2025-11-14,Educational Event,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1570,2025-11-14,Campaign Activity,Transport,Revda,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
1658,2025-11-14,Campaign Activity,Social Policy,Nizhny Tagil,Male,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1969,2025-11-14,Meeting,Youth Policy,Pervouralsk,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2458,2025-11-14,Community Outreach,Social Policy,Yekaterinburg,Female,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
254,2025-11-15,Campaign Activity,Social Policy,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
396,2025-11-15,Meeting,Local Government,Pervouralsk,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
986,2025-11-15,Survey,Economic Policy,Revda,Male,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1092,2025-11-15,Public Event,Youth Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1815,2025-11-15,Government Interaction,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,11,Nov
1820,2025-11-15,Campaign Activity,Gender Equality,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
1833,2025-11-15,Government Interaction,Education,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1920,2025-11-15,Community Outreach,Local Government,Yekaterinburg,Male,35-44,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
2288,2025-11-15,Meeting,Local Government,Revda,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
3136,2025-11-15,Media Activity,Social Policy,Yekaterinburg,Male,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
634,2025-11-16,Survey,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1221,2025-11-16,Government Interaction,Transport,Kamensk-Uralsky,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2153,2025-11-16,Survey,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
2171,2025-11-16,Survey,Gender Equality,Yekaterinburg,Female,25-34,Speaker,No,Yes,Yes,Visible,No,0,0,1,1,2025,11,Nov
2314,2025-11-16,Public Event,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
67,2025-11-17,Public Event,Gender Equality,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
225,2025-11-17,Government Interaction,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
993,2025-11-17,Government Interaction,Local Government,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
1215,2025-11-17,Campaign Activity,Gender Equality,Nizhny Tagil,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1453,2025-11-17,Community Outreach,Education,Kamensk-Uralsky,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2415,2025-11-17,Meeting,Education,Revda,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2956,2025-11-17,Campaign Activity,Gender Equality,Pervouralsk,Female,35-44,Organizer,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,11,Nov
3129,2025-11-17,Survey,Entrepreneurship,Yekaterinburg,Male,55+,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
3187,2025-11-17,Campaign Activity,Youth Policy,Yekaterinburg,Male,55+,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
413,2025-11-18,Media Activity,Housing,Yekaterinburg,Female,55+,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
815,2025-11-18,Public Event,Healthcare,Asbest,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1687,2025-11-18,Survey,Entrepreneurship,Kamensk-Uralsky,Male,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1846,2025-11-18,Public Event,Transport,Revda,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1939,2025-11-18,Campaign Activity,Healthcare,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1993,2025-11-18,Community Outreach,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2626,2025-11-18,Meeting,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2746,2025-11-18,Community Outreach,Entrepreneurship,Revda,Male,55+,Analyst,No,No,No,Professional,No,0,0,0,0,2025,11,Nov
2750,2025-11-18,Government Interaction,Social Policy,Nizhny Tagil,Female,25-34,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
2942,2025-11-18,Public Event,Housing,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1188,2025-11-19,Survey,Economic Policy,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1373,2025-11-19,Public Event,Transport,Yekaterinburg,Female,18-24,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
1484,2025-11-19,Meeting,Local Government,Pervouralsk,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2925,2025-11-19,Campaign Activity,Social Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
236,2025-11-20,Campaign Activity,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,11,Nov
875,2025-11-20,Community Outreach,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
995,2025-11-20,Public Event,Gender Equality,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1799,2025-11-20,Government Interaction,Education,Revda,Male,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
1878,2025-11-20,Campaign Activity,Transport,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2914,2025-11-20,Survey,Healthcare,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
3361,2025-11-20,Campaign Activity,Healthcare,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1183,2025-11-21,Media Activity,Housing,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1577,2025-11-21,Meeting,Entrepreneurship,Kamensk-Uralsky,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
1602,2025-11-21,Meeting,Youth Policy,Kamensk-Uralsky,Female,55+,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
3438,2025-11-21,Survey,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3596,2025-11-21,Media Activity,Economic Policy,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1143,2025-11-22,Survey,Education,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1472,2025-11-22,Campaign Activity,Local Government,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1489,2025-11-22,Media Activity,Youth Policy,Asbest,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1905,2025-11-22,Educational Event,Gender Equality,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1933,2025-11-22,Community Outreach,Transport,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3225,2025-11-22,Community Outreach,Local Government,Yekaterinburg,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
297,2025-11-23,Public Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
619,2025-11-23,Media Activity,Housing,Pervouralsk,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
623,2025-11-23,Campaign Activity,Transport,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
743,2025-11-23,Community Outreach,Healthcare,Yekaterinburg,Male,18-24,Volunteer,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
821,2025-11-23,Public Event,Economic Policy,Kamensk-Uralsky,Female,25-34,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1530,2025-11-23,Media Activity,Healthcare,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3332,2025-11-23,Government Interaction,Economic Policy,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
545,2025-11-24,Community Outreach,Local Government,Pervouralsk,Female,25-34,Coordinator,No,No,Yes,Leadership,Yes,1,0,0,1,2025,11,Nov
793,2025-11-24,Community Outreach,Gender Equality,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1027,2025-11-24,Educational Event,Education,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1269,2025-11-24,Campaign Activity,Local Government,Kamensk-Uralsky,Male,18-24,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
37,2025-11-25,Educational Event,Social Policy,Revda,Female,18-24,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1839,2025-11-25,Media Activity,Local Government,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2071,2025-11-25,Community Outreach,Housing,Asbest,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2338,2025-11-25,Campaign Activity,Local Government,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2378,2025-11-25,Campaign Activity,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
2647,2025-11-25,Media Activity,Economic Policy,Pervouralsk,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
2991,2025-11-25,Public Event,Youth Policy,Revda,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3554,2025-11-25,Community Outreach,Housing,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
71,2025-11-26,Campaign Activity,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
1597,2025-11-26,Campaign Activity,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2535,2025-11-26,Campaign Activity,Housing,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3127,2025-11-26,Meeting,Healthcare,Yekaterinburg,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
3348,2025-11-26,Government Interaction,Transport,Yekaterinburg,Male,25-34,Analyst,No,Yes,No,Professional,No,0,0,1,0,2025,11,Nov
1110,2025-11-27,Campaign Activity,Economic Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2084,2025-11-27,Community Outreach,Social Policy,Nizhny Tagil,Female,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2828,2025-11-27,Campaign Activity,Housing,Yekaterinburg,Female,35-44,Coordinator,No,Yes,Yes,Leadership,Yes,1,0,1,1,2025,11,Nov
2970,2025-11-27,Educational Event,Education,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3261,2025-11-27,Public Event,Housing,Yekaterinburg,Female,25-34,Volunteer,Yes,Yes,No,Basic,No,0,1,1,0,2025,11,Nov
264,2025-11-28,Campaign Activity,Entrepreneurship,Serov,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
827,2025-11-28,Meeting,Local Government,Revda,Male,55+,Speaker,No,Yes,No,Visible,No,0,0,1,0,2025,11,Nov
1954,2025-11-28,Meeting,Gender Equality,Nizhny Tagil,Male,45-54,Analyst,Yes,No,No,Professional,No,0,1,0,0,2025,11,Nov
2560,2025-11-28,Media Activity,Entrepreneurship,Pervouralsk,Female,18-24,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2568,2025-11-28,Campaign Activity,Youth Policy,Nizhny Tagil,Female,35-44,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3229,2025-11-28,Community Outreach,Youth Policy,Serov,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
3241,2025-11-28,Government Interaction,Housing,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
446,2025-11-29,Public Event,Education,Yekaterinburg,Male,45-54,Participant,No,Yes,No,Basic,No,0,0,1,0,2025,11,Nov
1157,2025-11-29,Campaign Activity,Gender Equality,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2630,2025-11-29,Campaign Activity,Local Government,Nizhny Tagil,Female,45-54,Analyst,No,Yes,No,Professional,No,0,0,1,0,2025,11,Nov
2999,2025-11-29,Meeting,Education,Kamensk-Uralsky,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
3520,2025-11-29,Government Interaction,Gender Equality,Yekaterinburg,Male,45-54,Organizer,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
248,2025-11-30,Government Interaction,Social Policy,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
893,2025-11-30,Media Activity,Economic Policy,Yekaterinburg,Female,45-54,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
964,2025-11-30,Educational Event,Gender Equality,Asbest,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
1162,2025-11-30,Community Outreach,Transport,Yekaterinburg,Male,25-34,Coordinator,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1241,2025-11-30,Educational Event,Transport,Yekaterinburg,Male,18-24,Coordinator,Yes,Yes,Yes,Leadership,Yes,1,1,1,1,2025,11,Nov
1339,2025-11-30,Community Outreach,Gender Equality,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes,1,1,0,1,2025,11,Nov
1765,2025-11-30,Educational Event,Local Government,Pervouralsk,Female,25-34,Participant,No,No,No,Basic,No,0,0,0,0,2025,11,Nov
2547,2025-11-30,Survey,Transport,Pervouralsk,Male,55+,Speaker,Yes,Yes,No,Visible,No,0,1,1,0,2025,11,Nov
